,0,1,2,3,4,5,6
203,新工處,111年度文山區木柵路5段(萬芳交流道至風動石)路面更新工程,09:00~1600  21:00~06:00,1110921153001,冠君營造有限公司,"[['308284.62', '2765934.82', '308283.54', '2765934.48', '308281.78', '2765934.07', '308280.49', '2765933.93', '308280.42', '2765934.54', '308280.28', '2765935.61', '308279.87', '2765936.89', '308279.12', '2765939.04', '308278.23', '2765941.46', '308277.52', '2765943.56', '308298.62', '2765948.9', '308315.99', '2765953.69', '308334.03', '2765960.9', '308346.2', '2765965.73', '308363.56', '2765974.63', '308377.53', '2765982.36', '308413.94', '2766001.09', '308446.76', '2766018.4', '308473.98', '2766032.85', '308509.3', '2766051.79', '308547.11', '2766073.56', '308587.62', '2766097.56', '308611.32', '2766111.93', '308629.61', '2766124.53', '308649.82', '2766137.1', '308652.39', '2766139.6', '308655.62', '2766143.31', '308661.55', '2766133.91', '308646.7', '2766124.43', '308648.64', '2766120.91', '308663.3', '2766128.38', '308677.82', '2766136.18', '308681.43', '2766129.6', '308665.97', '2766121.59', '308652.12', '2766114.46', '308629.43', '2766102.18', '308621.37', '2766097.67', '308601.78', '2766086.62', '308595.43', '2766082.89', '308587.13', '2766078.15', '308583.51', '2766084.32', '308572.04', '2766077.53', '308554.49', '2766067.09', '308528.56', '2766052.57', '308498.17', '2766035.62', '308476.97', '2766024.35', '308456.84', '2766014.17', '308426.45', '2765997.48', '308421.99', '2765995.17', '308397.68', '2765982.55', '308363.91', '2765964.63', '308352.16', '2765958.79', '308349.18', '2765957.97', '308323.91', '2765947.9', '308307.29', '2765941.37', '308290.52', '2765936.31', '308288.63', '2765935.77', '308288.49', '2765935.77', '308287.39', '2765935.31', '308286.71', '2765935.17', '308285.23', '2765934.76', '308284.62', '2765934.82', '308896.25', '2766221.81', '308897.77', '2766215.35', '308978.1', '2766233.94', '308977.27', '2766237.44', '308994.05', '2766240.47', '308993.56', '2766243.97', '308962.38', '2766238.38', '308927.42', '2766230.42', '308900.44', '2766223.64', '308895.98', '2766222.68', '308896.25', '2766221.81', '309201.79', '2766265.22', '309211.4', '2766265.26', '309212.46', '2766261.88', '309214.09', '2766261.08', '309215.21', '2766260.97', '309215.75', '2766259.35', '309216.57', '2766259.09', '309201.61', '2766258.89', '309201.62', '2766257.34', '309199.65', '2766257.4', '309199.48', '2766251.14', '309196.36', '2766251.19', '309196.6', '2766259.13', '309195.31', '2766259.4', '309197.24', '2766260.2', '309199.03', '2766261.23', '309201.18', '2766263.8', '309201.79', '2766265.22']]","[[121.57741360874952, 25.00029914142921], [121.57740289549547, 25.000296113463722], [121.57738544293896, 25.000292479689236], [121.57737265778108, 25.000291265380454], [121.5773719900697, 25.000296775104253], [121.5773706483181, 25.000306440363556], [121.57736664069877, 25.000318011867687], [121.57735930160814, 25.000337450736264], [121.57735058701012, 25.000359332526102], [121.57734364206132, 25.000378318459866], [121.57755289253423, 25.000425716169396], [121.57772516903282, 25.000468291734165], [121.5779041851394, 25.000532688880376], [121.57802495021745, 25.00057582532344], [121.57819730166746, 25.00065550547078], [121.5783360210922, 25.000724753314316], [121.57869750623126, 25.000892443501357], [121.57902336808034, 25.001047451580707], [121.57929363345545, 25.00117685513432], [121.57964433201629, 25.001346480876187], [121.58001981864085, 25.001541558592415], [121.58042214859434, 25.001756663220405], [121.58065754260848, 25.001885478056714], [121.58083926765887, 25.001998522384465], [121.58104001231405, 25.0021112213495], [121.581065578271, 25.002133691682346], [121.5810977339376, 25.002167060244116], [121.58115608049488, 25.002081968352723], [121.58100856595651, 25.00199695840922], [121.58102763515508, 25.00196510508446], [121.58117318205848, 25.002031976257356], [121.5813173562216, 25.00210183191587], [121.58135283925945, 25.0020422884817], [121.58119934409495, 25.001970573378806], [121.58106183596897, 25.001906740375993], [121.58083653579413, 25.00179675546086], [121.58075649790786, 25.001756351323145], [121.58056196060431, 25.00165735041466], [121.58049889609478, 25.001623921792334], [121.58041647111396, 25.00158145032441], [121.5803808712931, 25.001637292485814], [121.58026695582163, 25.001576436229723], [121.58009265427455, 25.00148286288684], [121.57983516380669, 25.00135277905058], [121.57953338811993, 25.00120092905614], [121.57932289393575, 25.001100002480666], [121.57912304612105, 25.001008874764338], [121.57882128312515, 25.000859370546195], [121.57877700270602, 25.000838687965054], [121.57853564366997, 25.000725692424485], [121.57820034639748, 25.00056521279238], [121.5780836992998, 25.000512942124182], [121.57805414355228, 25.000505653947688], [121.57780338332917, 25.000415715343678], [121.57763846323506, 25.00035740243496], [121.57747211936494, 25.000312366153448], [121.57745337348707, 25.000307563756486], [121.57745198659144, 25.000307569140148], [121.57744107014432, 25.00030345859592], [121.57743432788699, 25.000302220835422], [121.57741964911988, 25.00029857629798], [121.57741360874952, 25.00029914142921], [121.58348489144238, 25.002866419611028], [121.58349967398587, 25.00280804025094], [121.58429626389727, 25.00297274521647], [121.58428819087456, 25.00300437519142], [121.58445455306851, 25.00303107668292], [121.58444984832907, 25.00306269343118], [121.58414072170348, 25.003013440778815], [121.58379404724944, 25.002942938310902], [121.58352647810361, 25.00288277785443], [121.58348225376125, 25.002874284384028], [121.58348489144238, 25.002866419611028], [121.58651361131345, 25.003246416791583], [121.58660881561754, 25.003246402487452], [121.58661917172367, 25.003215846760572], [121.58663528520658, 25.003208560753816], [121.58664637589791, 25.00320752392512], [121.58665165601275, 25.00319287762302], [121.58665976828753, 25.00319049832925], [121.58651155679175, 25.00318927719282], [121.58651158941842, 25.0031752835515], [121.58649207596574, 25.003175902176928], [121.58649012352232, 25.00311939413979], [121.58645921705158, 25.003119967401044], [121.58646193494938, 25.003191639583036], [121.58644916699097, 25.003194127502475], [121.58646832104286, 25.003201274442194], [121.58648609802925, 25.003210503265738], [121.58650750741018, 25.003233620996404], [121.58651361131345, 25.003246416791583]]"
204,電信士林,石牌路2段85至89號前,自09時30分至16時00分,1110922092028,上人科技有限公司,"[['302071.099', '2778856.703', '302076.583', '2778854.841', '302071.02', '2778842.041', '302065.67', '2778843.837', '302071.099', '2778856.703']]","[[121.51634825815078, 25.117183357707418], [121.51640256630309, 25.1171663584073], [121.51634691863063, 25.11705099377549], [121.51629393674693, 25.11706739258798], [121.51634825815078, 25.117183357707418]]"
205,新工處,成功路1段55號至69號前人行道、內湖區康寧路一段106巷14號前人行道,0800至1700,1110921172703,金煌營造有限公司,"[['309800.05', '2772201.84', '309806.1', '2772203.81', '309830.14', '2772104.87', '309822.99', '2772104.62', '309800.05', '2772201.84', '309815.11', '2774672.08', '309839.49', '2774681.47', '309839.29', '2774680.33', '309815.38', '2774671.28', '309815.11', '2774672.08']]","[[121.59269775076466, 25.05681791074431], [121.59275779731011, 25.056835456257755], [121.59299175733301, 25.055941291761627], [121.59292088398622, 25.055939317723208], [121.59269775076466, 25.05681791074431], [121.59295436301927, 25.07911818366569], [121.59319644319024, 25.079201988993024], [121.59319441105545, 25.079191705224382], [121.59295700466089, 25.079110950732094], [121.59295436301927, 25.07911818366569]]"
206,新工處,萬壽路自萬壽路64號至政大二街171巷前人行道更新工程,自09時00分至17時00分,1110922095555,上溢營造股份有限公司,"[['308568.7', '2764699.67', '308617.99', '2764697.06', '308630.58', '2764696.17', '308642.36', '2764697.3', '308656.42', '2764701.39', '308666.01', '2764706.15', '308680.85', '2764718.73', '308692.84', '2764732.38', '308766.69', '2764749.8', '308790.48', '2764743.24', '308798.07', '2764742.06', '308802.68', '2764741.95', '308808.7', '2764742.85', '308815.12', '2764745.5', '308819.91', '2764748.89', '308826.58', '2764756.12', '308836.07', '2764767.47', '308843.9', '2764774.71', '308848.29', '2764776.81', '308856.46', '2764780.01', '308862.08', '2764781.52', '308897.74', '2764784.84', '308915.53', '2764786.46', '308921.21', '2764787.83', '308929.6', '2764790.83', '308940.27', '2764796.73', '308939.11', '2764798.34', '308936.75', '2764796.85', '308931.07', '2764793.6', '308927.36', '2764791.63', '308925.4', '2764790.74', '308919.79', '2764789.04', '308912.68', '2764788', '308901.99', '2764786.67', '308890.56', '2764785.88', '308880.2', '2764784.9', '308871.47', '2764784.39', '308864.57', '2764783.62', '308858.96', '2764782.58', '308851.05', '2764780.19', '308846.39', '2764777.88', '308843.01', '2764775.98', '308837.21', '2764771.45', '308832.16', '2764765.7', '308824.28', '2764756.51', '308820.71', '2764752.12', '308815.04', '2764747.52', '308809.03', '2764745', '308804.9', '2764743.98', '308800.44', '2764743.49', '308784.65', '2764746.58', '308767.09', '2764751.49', '308766.28', '2764751.35', '308732.06', '2764743.87', '308705.62', '2764737.83', '308693.65', '2764735.08', '308692.43', '2764734.67', '308680.72', '2764721.44', '308675.87', '2764716.37', '308672.63', '2764713.47', '308666.42', '2764708.79', '308661.29', '2764705.67', '308654.06', '2764702.48', '308645.68', '2764699.82', '308631.61', '2764698.34', '308582.79', '2764700.36', '308575.14', '2764700.53', '308571.48', '2764700.91', '308569.59', '2764701.31', '308568.71', '2764700.97', '308568.7', '2764699.67', '308940.16', '2764796.8', '308941.98', '2764798.56', '308946.77', '2764802.41', '308951.63', '2764806.21', '308954.74', '2764808.24', '308959.06', '2764810.48', '308962.44', '2764812.04', '308966.9', '2764813.47', '308971.36', '2764814.64', '308977.38', '2764815.88', '308986.86', '2764816.05', '309019.08', '2764816.59', '309028.36', '2764816.45', '309036.08', '2764815.2', '309042.39', '2764812.67', '309046.53', '2764810.6', '309050.53', '2764808.06', '309055.15', '2764804.45', '309059.16', '2764800.89', '309063.92', '2764796.34', '309068.06', '2764792.65', '309072.75', '2764789.31', '309074.78', '2764788.17', '309080.35', '2764785.77', '309086.72', '2764783.85', '309091.33', '2764783.06', '309096.81', '2764783.02', '309107.23', '2764784.01', '309131.39', '2764786.74', '309140.32', '2764787.58', '309147.5', '2764787.95', '309152.98', '2764787.91', '309159.01', '2764786.72', '309161.52', '2764785.92', '309162.59', '2764787.81', '309160.76', '2764788.41', '309157.78', '2764788.94', '309154.19', '2764789.59', '309151.21', '2764789.85', '309148.16', '2764789.9', '309144.64', '2764789.69', '309139.3', '2764789.26', '309132.46', '2764788.56', '309128.41', '2764787.87', '309124.28', '2764787.18', '309118.8', '2764786.55', '309115.28', '2764785.99', '309107.57', '2764784.81', '309103.37', '2764784.66', '309100.26', '2764784.38', '309095.79', '2764784.16', '309089.43', '2764785.21', '309084.07', '2764786.33', '309079.8', '2764787.93', '309077.7', '2764788.86', '309073.49', '2764791.47', '309068.47', '2764795.01', '309054.26', '2764807.14', '309050.94', '2764809.75', '309048.15', '2764811.76', '309044.01', '2764813.83', '309040.28', '2764815.63', '309035.47', '2764817.15', '309029.44', '2764818.27', '309026.46', '2764818.33', '309023.48', '2764818.31', '309009.47', '2764818.19', '308998.84', '2764817.94', '308991.8', '2764818.04', '308983', '2764817.74', '308974.75', '2764816.76', '308970.35', '2764815.8', '308964.47', '2764814.22', '308959.87', '2764812.79', '308954.4', '2764810.07', '308943.61', '2764801.95', '308938.95', '2764798.49', '308940.16', '2764796.8']]","[[121.58017546320612, 24.989137350851653], [121.58066359444948, 24.989111883574687], [121.5807882668686, 24.989103362030697], [121.58090500152232, 24.989113108122424], [121.58104444633493, 24.989149488610018], [121.58113964208266, 24.989192090602955], [121.58128717378786, 24.989305087803327], [121.58140652047388, 24.989427855038723], [121.58213878361153, 24.989582261567573], [121.58237415711834, 24.98952211628715], [121.58244928984814, 24.989511169073882], [121.58249494962992, 24.989509997256633], [121.58255461917166, 24.98951788895374], [121.58261832539819, 24.989541563984996], [121.58266591713141, 24.989571982876647], [121.58273229472113, 24.98963699606367], [121.58282678138076, 24.989739094868565], [121.5829046500041, 24.98980415324791], [121.58294822476363, 24.989822941541995], [121.58302928935234, 24.98985151384039], [121.58308502284754, 24.98986492787967], [121.58343839623956, 24.98989351603868], [121.5836146850629, 24.98990745023934], [121.58367100700713, 24.989919597817003], [121.58375424251315, 24.989946355583193], [121.58386018639577, 24.98999920566781], [121.58384876460319, 24.99001378571008], [121.58382532394221, 24.990000425824658], [121.58376892178745, 24.98997130580912], [121.58373208817649, 24.98995366496589], [121.58371263534175, 24.98994570627351], [121.58365699270281, 24.989930576777198], [121.58358651987903, 24.989921463962943], [121.58348057282456, 24.989909872072293], [121.58336731868808, 24.989903183922262], [121.58326465540905, 24.989894738835844], [121.58317815821182, 24.989890473525943], [121.58310977710643, 24.989883789872202], [121.58305416267098, 24.98987461857925], [121.58297570799402, 24.989853348824674], [121.58292944978058, 24.989832675151778], [121.58289588813727, 24.98981565324764], [121.58283824312453, 24.98977498178426], [121.58278797537442, 24.98972326713203], [121.58270952859415, 24.9896406061722], [121.58267397901378, 24.989601112049503], [121.58261761891357, 24.98955980349919], [121.58255797947426, 24.989537286198928], [121.58251702625881, 24.989528237865926], [121.58247282677384, 24.989523987117998], [121.58231654996604, 24.989552495563046], [121.5821428176797, 24.989597503264005], [121.58213478824733, 24.989596270742762], [121.58179550313118, 24.989530067517823], [121.58153334447856, 24.989476562578645], [121.58141465859948, 24.98945219909676], [121.58140255645439, 24.9894485448631], [121.581286001126, 24.989329558520957], [121.58123774416778, 24.98928397457982], [121.58120552722114, 24.98925791894042], [121.58114381539204, 24.989215908475696], [121.58109286775115, 24.989187939779068], [121.58102111561777, 24.989159420331077], [121.58093799468502, 24.989135730122282], [121.58079856157703, 24.98912291281783], [121.58031506090481, 24.989143035903], [121.58023929105335, 24.98914486614587], [121.58020305303454, 24.98914843811987], [121.58018434859305, 24.989152122286296], [121.58017561734731, 24.989149086775647], [121.58017546320612, 24.989137350851653], [121.5838590997693, 24.98999984189779], [121.58387720294526, 24.990015660305918], [121.58392481478346, 24.990050231629002], [121.5839731179052, 24.990084348818833], [121.58400401080729, 24.990102554602025], [121.5840468984155, 24.990122609199314], [121.58408044579117, 24.99013656134477], [121.58412468564511, 24.990149297857783], [121.58416891441432, 24.990159687097403], [121.5842285988714, 24.990170647608785], [121.58432251095688, 24.990171813636902], [121.58464169156159, 24.990175435094855], [121.58473360929469, 24.990173809991177], [121.58481002691875, 24.99016222456865], [121.58487242299344, 24.990139138264503], [121.5849133436154, 24.99012028927304], [121.58495285736481, 24.990097202598655], [121.58499846682982, 24.990064431893252], [121.58503803601532, 24.990032136326803], [121.58508499204144, 24.989990873896467], [121.5851258433469, 24.98995739961409], [121.58517215764267, 24.989927063668986], [121.58519221718682, 24.989916692760612], [121.58524728851445, 24.989894808758436], [121.58531030478014, 24.98987722696856], [121.58535593557825, 24.989869915284714], [121.58541021626412, 24.98986934062499], [121.5855134743968, 24.98987787216943], [121.58575290920727, 24.989901576532418], [121.5858414016988, 24.98990881175807], [121.58591253937448, 24.989911872064393], [121.58596682007175, 24.989911297201335], [121.5860264995967, 24.989900318754117], [121.58605132827853, 24.989892998499133], [121.58606200811649, 24.989910019525485], [121.58604390664469, 24.989915507670357], [121.58601441079293, 24.989920408720288], [121.58597887768903, 24.98992641690953], [121.58594937027652, 24.98992888040808], [121.58591916048722, 24.98992945076769], [121.58588428396266, 24.989927692192374], [121.5858313699236, 24.989924018443], [121.58576358601051, 24.98991796562644], [121.58572343901443, 24.98991189427746], [121.58568249957814, 24.98990582603658], [121.58562819022129, 24.98990035208867], [121.58559329873768, 24.989895433672487], [121.5855168764953, 24.98988508125457], [121.58547526678025, 24.98988389076227], [121.5854444485539, 24.98988148414966], [121.58540016134953, 24.98987967220417], [121.58533720695702, 24.98988939935036], [121.58528416109574, 24.98989971946381], [121.58524193279283, 24.989914330496784], [121.58522117088856, 24.98992280827518], [121.58517958007155, 24.98994653515437], [121.58513000548459, 24.98997868954004], [121.58498976581554, 24.990088751661972], [121.58495699085218, 24.99011244382174], [121.58492944019379, 24.990130698584217], [121.58488851957098, 24.990149547580096], [121.58485164868611, 24.990165943063552], [121.58480406781274, 24.990179852764136], [121.5847443850444, 24.990190198770517], [121.5847148689976, 24.990190856441288], [121.58468534953391, 24.990190791872426], [121.58454656732093, 24.99019025374997], [121.58444126039731, 24.99018841037144], [121.58437152942452, 24.990189587041726], [121.5842843475683, 24.990187220966366], [121.58420258476436, 24.990178694462937], [121.58415895928012, 24.99017019876421], [121.58410064710365, 24.99015616328726], [121.58405502046959, 24.990143432210264], [121.58400072097338, 24.99011908892008], [121.58389349358406, 24.990046201612678], [121.58384718610999, 24.990015146117184], [121.5838590997693, 24.98999984189779]]"
207,水利處,信義路3段31巷2-1號至16-1號及建國南路1段318巷口至318巷17號與建國南路1段308號至322號,自9時00分至18時00分,1110921174517,嘉邑營造有限公司,"[['303933.047', '2769669.715', '303948.748', '2769669.441', '303945.714', '2769666.468', '303946.908', '2769638.51', '303936.622', '2769638.369', '303935.427', '2769666.831', '303933.047', '2769669.715', '304138.921', '2769797.815', '304140.613', '2769797.687', '304237.857', '2769796.862', '304240.967', '2769797.682', '304242.18', '2769798.763', '304243.123', '2769800.046', '304243.723', '2769802.202', '304239.158', '2769827.083', '304243.96', '2769827.708', '304247.502', '2769804.774', '304248.515', '2769796.769', '304248.173', '2769789.164', '304242.895', '2769789.143', '304241.535', '2769790.82', '304239.84', '2769791.62', '304223.464', '2769791.69', '304138.603', '2769792.767', '304138.921', '2769797.815']]","[[121.53445096951478, 25.03417873290385], [121.53460654294989, 25.03417569964207], [121.53457636216042, 25.03414896770563], [121.53458709988858, 25.03389652181348], [121.53448516870168, 25.03389561548086], [121.53447444057021, 25.034152611489876], [121.53445096951478, 25.03417873290385], [121.53649604311293, 25.03532786183894], [121.53651280458303, 25.035326645731732], [121.53747638974305, 25.035315715638607], [121.53750723984498, 25.035323007086344], [121.53751930232319, 25.035332722814093], [121.53752869724578, 25.03534427186245], [121.53753472763391, 25.035363714596652], [121.53749047058237, 25.035588502404092], [121.5375380796117, 25.035593972752245], [121.53757227599128, 25.035386799003142], [121.53758199912787, 25.035314494026487], [121.53757831093368, 25.035245848797018], [121.5375260089882, 25.03524584839669], [121.53751259835715, 25.035261036998754], [121.53749583361635, 25.035268320102183], [121.5373335621543, 25.03526953889535], [121.53649269374772, 25.03528230016249], [121.53649604311293, 25.03532786183894]]"
208,水利處,新東街41-7號旁,自9時00分至18時00分,1110922085546,嘉邑營造有限公司,"[['307052.354', '2772615.856', '307052.894', '2772616.027', '307053.203', '2772615.086', '307052.628', '2772614.949', '307052.354', '2772615.856']]","[[121.56548266295766, 25.06066177669835], [121.56548802212637, 25.060663300082677], [121.56549104571593, 25.060654793197003], [121.5654853410621, 25.06065357808125], [121.56548266295766, 25.06066177669835]]"
209,新工處,溫州街14號前（12巷至16巷）,08:30置17:00,1110921134946,興成營造有限公司,"[['303840.9', '2768702.3', '303841.36', '2768702.26', '303838.74', '2768679.24', '303837.58', '2768677.71', '303836.6', '2768677.58', '303836.51', '2768678.11', '303837.43', '2768678.12', '303838.17', '2768679.1', '303840.9', '2768702.3', '303842.63', '2768722.06', '303843.43', '2768722', '303843.19', '2768720.65', '303842.33', '2768720.71', '303842.63', '2768722.06']]","[[121.53350010089605, 25.02544823639351], [121.53350465723943, 25.025447858916962], [121.53347779858119, 25.025240128473776], [121.53346624504336, 25.02522635694502], [121.53345652966892, 25.025225218157487], [121.53345565859031, 25.02523000617597], [121.53346477477369, 25.02523006374199], [121.53347214528861, 25.025238884828283], [121.53350010089605, 25.02544823639351], [121.53351801383299, 25.025626567332154], [121.53352593829308, 25.02562599720435], [121.53352350755988, 25.025613817995623], [121.53351498859047, 25.02561439025703], [121.53351801383299, 25.025626567332154]]"
210,新工處,大湖山莊街及成功路3段路面保固缺失改善零星多處,自09時00分至17時00分,1110921130806,晉德營造有限公司,"[['310662.431', '2775596.9', '310662.971', '2775597.104', '310663.043', '2775596.163', '310662.638', '2775596.026', '310662.431', '2775596.9', '310645.995', '2775646.754', '310646.333', '2775646.89', '310646.542', '2775645.613', '310646.137', '2775645.342', '310645.995', '2775646.754', '310638.274', '2775664.344', '310638.678', '2775664.615', '310638.614', '2775663.875', '310638.413', '2775663.538', '310638.274', '2775664.344', '309524.696', '2774281.965', '309526.86', '2774281.974', '309526.868', '2774280.225', '309524.432', '2774280.349', '309524.696', '2774281.965']]","[[121.60139439083575, 25.08743346287972], [121.60139975304917, 25.08743528284936], [121.60140042529312, 25.087426784818394], [121.60139640433923, 25.087425564285628], [121.60139439083575, 25.08743346287972], [121.60123365391014, 25.087884193963344], [121.60123701063614, 25.08788540816377], [121.60123902620695, 25.087873871297656], [121.6012349993292, 25.08787144103875], [121.60123365391014, 25.087884193963344], [121.60115788838975, 25.088043302680077], [121.60116190535835, 25.088045732981108], [121.60116123826292, 25.088039054997004], [121.6011592308051, 25.088036020709353], [121.60115788838975, 25.088043302680077], [121.5900586943919, 25.07560777380224], [121.59008014526903, 25.0756077697796], [121.59008014889409, 25.075591979824843], [121.59005600759475, 25.075593195264148], [121.5900586943919, 25.07560777380224]]"
211,水利處,中山北路7段82巷23號旁巷道北側(656地號),自9時00分至18時00分,1110922085546,嘉邑營造有限公司,"[['303721.224', '2779346.903', '303750.014', '2779334.037', '303749.679', '2779333.296', '303721.025', '2779346.095', '303721.224', '2779346.903']]","[[121.532729891917, 25.12155091690704], [121.5330148761509, 25.121433738423], [121.53301152519799, 25.121427060736252], [121.5327278869601, 25.121543629501684], [121.532729891917, 25.12155091690704]]"
212,新工處,、文山區三福街9巷口中華電信後門、瑞安街31巷16號、芳蘭路國家地震研究中心側、興隆路四段109巷32弄3-1號、仁愛路三段118巷12弄18-5號、臨江街100-13號、四維路190號、景福街225號、仁愛路四段130號、市民大道四段112號、敦化南路一段263號、和平東路一段143號、杭州南路二段93巷66號、大安路一段75巷3號。,自09時00分至17時00分,1110921140623,立向營造有限公司,"[['304969.1', '2769280.082', '304969.098', '2769280.62', '304969.673', '2769280.622', '304969.777', '2769280.084', '304969.1', '2769280.082', '304424.689', '2769957.498', '304425.636', '2769957.434', '304425.538', '2769956.761', '304424.59', '2769956.858', '304424.689', '2769957.498', '306020.187', '2769173.687', '306020.56', '2769173.554', '306020.394', '2769172.88', '306019.987', '2769173.013', '306020.187', '2769173.687', '305301.667', '2768905.663', '305302.174', '2768905.631', '305302.178', '2768904.824', '305301.603', '2768904.821', '305301.667', '2768905.663', '305568.244', '2770051.392', '305568.988', '2770051.395', '305568.956', '2770050.89', '305568.246', '2770050.853', '305568.244', '2770051.392', '305555.773', '2770815.692', '305555.906', '2770816.298', '305556.549', '2770816.166', '305556.45', '2770815.56', '305555.773', '2770815.692', '305420.225', '2769935.803', '305420.699', '2769935.771', '305420.702', '2769935.132', '305420.194', '2769935.096', '305420.225', '2769935.803', '303533.275', '2768833.843', '303533.613', '2768833.845', '303533.514', '2768833.104', '303533.244', '2768833.103', '303533.275', '2768833.843', '302916.799', '2769038.034', '302917.102', '2769038.27', '302917.578', '2769037.7', '302917.072', '2769037.496', '302916.799', '2769038.034', '305139.182', '2770565.431', '305140.671', '2770565.403', '305140.64', '2770564.562', '305139.219', '2770564.623', '305139.182', '2770565.431', '305383.264', '2767737.513', '305383.705', '2767737.212', '305382.762', '2767735.997', '305382.321', '2767736.298', '305383.264', '2767737.513', '306819.922', '2764346.738', '306820.429', '2764346.875', '306820.637', '2764345.765', '306820.096', '2764345.661', '306819.922', '2764346.738', '304376.441', '2765225.794', '304377.425', '2765225.125', '304377.156', '2765224.686', '304376.172', '2765225.49', '304376.441', '2765225.794', '304772.094', '2765602.279', '304772.565', '2765603.021', '304773.04', '2765602.653', '304772.569', '2765601.877', '304772.094', '2765602.279']]","[[121.54470187149069, 25.030623876567578], [121.54470187311675, 25.03062873366961], [121.54470757080591, 25.030628730844345], [121.54470857988596, 25.03062387003817], [121.54470187149069, 25.030623876567578], [121.5393341000637, 25.036759219878256], [121.53934348172683, 25.03675860803101], [121.53934248403868, 25.036752535754555], [121.53933309376937, 25.036753445559587], [121.5393341000637, 25.036759219878256], [121.55511263994812, 25.0296248160469], [121.5551163305238, 25.029623601529547], [121.55511465828815, 25.029617522854014], [121.55511063081387, 25.029618738629566], [121.55511263994812, 25.0296248160469], [121.54798222612419, 25.027231533358147], [121.54798724850536, 25.027231225943993], [121.54798725578507, 25.02722394025446], [121.54798155821567, 25.02722393417484], [121.54798222612419, 25.027231533358147], [121.55066980140097, 25.03756532708943], [121.55067717414028, 25.0375653268517], [121.5506768366827, 25.03756076892812], [121.55066979949392, 25.03756046096806], [121.55066980140097, 25.03756532708943], [121.55057702689776, 25.044465819824797], [121.55057836935633, 25.044471285853756], [121.55058473615739, 25.044470070554993], [121.55058373063815, 25.04446460327741], [121.55057702689776, 25.044465819824797], [121.54919837017681, 25.03652722706042], [121.54920306592346, 25.036526920807727], [121.54920306996465, 25.036521151855872], [121.54919803456677, 25.036520845455062], [121.54919837017681, 25.03652722706042], [121.53045710621792, 25.026646709910082], [121.53046045539875, 25.026646716014312], [121.53045944569078, 25.026640029795356], [121.53045677033299, 25.026640030314596], [121.53045710621792, 25.026646709910082], [121.5243565287658, 25.02851181306207], [121.52435954017112, 25.028513933070975], [121.52436423486668, 25.028508770489967], [121.52435921321322, 25.028506946472195], [121.5243565287658, 25.02851181306207], [121.54643860072221, 25.04222172626397], [121.54645335531573, 25.042221419212904], [121.54645301446509, 25.042213827862916], [121.54643893506, 25.042214430356907], [121.54643860072221, 25.04222172626397], [121.54874384913082, 25.016682562310738], [121.548748206374, 25.016679828773487], [121.54873881460091, 25.0166688942995], [121.5487344573579, 25.016671627836484], [121.54874384913082, 25.016682562310738], [121.56283840923227, 24.986017624442052], [121.56284343683879, 24.98601884227975], [121.5628454515127, 24.986008813449757], [121.56284008848354, 24.98600789480856], [121.56283840923227, 24.986017624442052], [121.53866957918798, 24.99404330543677], [121.53867930032648, 24.994037230421814], [121.53867661834774, 24.994033276782083], [121.53866690252184, 24.994040570575397], [121.53866957918798, 24.99404330543677], [121.54260382504174, 24.997427963733994], [121.54260852029071, 24.99743464547711], [121.54261321115843, 24.997431306018708], [121.5426085145614, 24.99742431732445], [121.54260382504174, 24.997427963733994]]"
